seqid,source,type,start,end,score,strand,phase,gene_id,gene_type,gene_name,level,havana_gene,remap_status,remap_num_mappings,remap_target_status,transcript_id,transcript_type,transcript_name,transcript_support_level,tag,havana_transcript,exon_number,exon_id,remap_original_location,ont,protein_id,ccdsid,gene_status,remap_substituted_missing_target,transcript_status
chr1,HAVANA,transcript,1192502,1198949,NA,-,NA,ENSG00000160087,protein_coding,UBE2J2,2,OTTHUMG00000001911.9_3,full_contig,1,overlap,ENST00000471154.1_1,retained_intron,RP5-902P8.8-008,5,NA,OTTHUMT00000005437.1_1,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,1192607,1209217,NA,-,NA,ENSG00000160087,protein_coding,UBE2J2,2,OTTHUMG00000001911.9_3,full_contig,1,overlap,ENST00000422076.5_1,protein_coding,RP5-902P8.8-014,5,cds_end_NF,OTTHUMT00000277160.3_1,NA,NA,NA,NA,ENSP00000401898.1,NA,NA,NA,NA
chr1,HAVANA,transcript,1192650,1209234,NA,-,NA,ENSG00000160087,protein_coding,UBE2J2,2,OTTHUMG00000001911.9_3,full_contig,1,overlap,ENST00000502382.1_2,protein_coding,RP5-902P8.8-017,4,cds_end_NF,OTTHUMT00000365646.2_2,NA,NA,NA,NA,ENSP00000424342.1,NA,NA,NA,NA
chr1,HAVANA,transcript,1198233,1209217,NA,-,NA,ENSG00000160087,protein_coding,UBE2J2,2,OTTHUMG00000001911.9_3,full_contig,1,overlap,ENST00000461142.3_1,retained_intron,RP5-902P8.8-005,3,NA,OTTHUMT00000005434.1_1,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,1203242,1208851,NA,-,NA,ENSG00000160087,protein_coding,UBE2J2,2,OTTHUMG00000001911.9_3,full_contig,1,overlap,ENST00000488418.2_1,protein_coding,RP5-902P8.8-013,2,cds_end_NF,OTTHUMT00000005794.5_1,NA,NA,NA,NA,ENSP00000427244.1,NA,NA,NA,NA
chr1,HAVANA,transcript,1210603,1215800,NA,+,NA,ENSG00000230415,lincRNA,RP5-902P8.10,2,OTTHUMG00000002234.2_3,full_contig,1,overlap,ENST00000434139.1_1,lincRNA,RP5-902P8.10-001,5,basic,OTTHUMT00000006365.2_1,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,1210617,1214773,NA,+,NA,ENSG00000230415,lincRNA,RP5-902P8.10,2,OTTHUMG00000002234.2_3,full_contig,1,overlap,ENST00000453732.1_1,lincRNA,RP5-902P8.10-002,2,basic,OTTHUMT00000006364.2_1,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,1215816,1227399,NA,+,NA,ENSG00000162572,protein_coding,SCNN1D,2,OTTHUMG00000002081.7_2,full_contig,1,overlap,ENST00000379116.9_1,protein_coding,RP5-902P8.9-008,5,CCDS,OTTHUMT00000407296.1_1,NA,NA,NA,NA,ENSP00000368411.5,CCDS44037.2,NA,NA,NA
chr1,HAVANA,transcript,1215852,1226753,NA,+,NA,ENSG00000162572,protein_coding,SCNN1D,2,OTTHUMG00000002081.7_2,full_contig,1,overlap,ENST00000379101.8_1,nonsense_mediated_decay,RP5-902P8.9-002,1,NA,OTTHUMT00000005801.2_1,NA,NA,NA,NA,ENSP00000449804.1,NA,NA,NA,NA
chr1,HAVANA,transcript,1215968,1227404,NA,+,NA,ENSG00000162572,protein_coding,SCNN1D,2,OTTHUMG00000002081.7_2,full_contig,1,overlap,ENST00000338555.6_1,protein_coding,RP5-902P8.9-001,2,appris_alternative_2,OTTHUMT00000005802.2_1,NA,NA,NA,NA,ENSP00000339504.2,NA,NA,NA,NA
chr1,ENSEMBL,transcript,1216604,1227409,NA,+,NA,ENSG00000162572,protein_coding,SCNN1D,3,OTTHUMG00000002081.7_2,full_contig,1,overlap,ENST00000400928.7_1,protein_coding,SCNN1D-206,5,appris_alternative_2,NA,NA,NA,NA,NA,ENSP00000383717.3,NA,NA,NA,NA
chr1,HAVANA,transcript,1217305,1221548,NA,+,NA,ENSG00000162572,protein_coding,SCNN1D,2,OTTHUMG00000002081.7_2,full_contig,1,overlap,ENST00000470022.1_1,protein_coding,RP5-902P8.9-006,3,cds_end_NF,OTTHUMT00000352308.2_1,NA,NA,NA,NA,ENSP00000420548.1,NA,NA,NA,NA
chr1,HAVANA,transcript,1217489,1227404,NA,+,NA,ENSG00000162572,protein_coding,SCNN1D,2,OTTHUMG00000002081.7_2,full_contig,1,overlap,ENST00000325425.12_1,protein_coding,RP5-902P8.9-003,1,appris_alternative_2,OTTHUMT00000005800.2_1,NA,NA,NA,NA,ENSP00000321594.8,NA,NA,NA,NA
chr1,HAVANA,transcript,1217544,1220977,NA,+,NA,ENSG00000162572,protein_coding,SCNN1D,2,OTTHUMG00000002081.7_2,full_contig,1,overlap,ENST00000467651.2_1,processed_transcript,RP5-902P8.9-007,5,NA,OTTHUMT00000352309.2_1,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,1222489,1226323,NA,+,NA,ENSG00000162572,protein_coding,SCNN1D,2,OTTHUMG00000002081.7_2,full_contig,1,overlap,ENST00000379099.3_1,protein_coding,RP5-902P8.9-005,5,cds_end_NF,OTTHUMT00000005804.2_1,NA,NA,NA,NA,ENSP00000368393.3,NA,NA,NA,NA
chr1,HAVANA,transcript,1227756,1243398,NA,-,NA,ENSG00000131584,protein_coding,ACAP3,2,OTTHUMG00000002235.4_2,full_contig,1,overlap,ENST00000354700.9_1,protein_coding,RP5-902P8.11-001,1,CCDS,OTTHUMT00000006366.2_1,NA,NA,NA,NA,ENSP00000346733.5,CCDS19.2,NA,NA,NA
chr1,HAVANA,transcript,1227770,1241309,NA,-,NA,ENSG00000131584,protein_coding,ACAP3,2,OTTHUMG00000002235.4_2,full_contig,1,overlap,ENST00000492936.5_1,retained_intron,RP5-902P8.11-004,1,NA,OTTHUMT00000006369.2_1,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,1228250,1234335,NA,-,NA,ENSG00000131584,protein_coding,ACAP3,2,OTTHUMG00000002235.4_2,full_contig,1,overlap,ENST00000467278.5_1,retained_intron,RP5-902P8.11-003,1,NA,OTTHUMT00000006368.2_1,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,ENSEMBL,transcript,1228944,1238640,NA,-,NA,ENSG00000131584,protein_coding,ACAP3,3,OTTHUMG00000002235.4_2,full_contig,1,overlap,ENST00000353662.4_1,protein_coding,ACAP3-201,1,basic,NA,NA,NA,NA,NA,ENSP00000321139.4,NA,NA,NA,NA
chr1,HAVANA,transcript,1229879,1230388,NA,-,NA,ENSG00000131584,protein_coding,ACAP3,2,OTTHUMG00000002235.4_2,full_contig,1,overlap,ENST00000470659.1_1,retained_intron,RP5-902P8.11-010,3,NA,OTTHUMT00000006375.1_1,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,1231816,1233645,NA,-,NA,ENSG00000131584,protein_coding,ACAP3,2,OTTHUMG00000002235.4_2,full_contig,1,overlap,ENST00000379037.6_1,processed_transcript,RP5-902P8.11-009,3,mRNA_end_NF,OTTHUMT00000006374.2_1,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,1231846,1234997,NA,-,NA,ENSG00000131584,protein_coding,ACAP3,2,OTTHUMG00000002235.4_2,full_contig,1,overlap,ENST00000476572.1_1,retained_intron,RP5-902P8.11-011,5,NA,OTTHUMT00000099675.1_1,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,1233217,1233621,NA,-,NA,ENSG00000131584,protein_coding,ACAP3,2,OTTHUMG00000002235.4_2,full_contig,1,overlap,ENST00000493992.1_1,retained_intron,RP5-902P8.11-008,5,NA,OTTHUMT00000006373.1_1,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,1234124,1244989,NA,-,NA,ENSG00000131584,protein_coding,ACAP3,2,OTTHUMG00000002235.4_2,full_contig,1,overlap,ENST00000472541.5_1,retained_intron,RP5-902P8.11-002,5,NA,OTTHUMT00000006367.2_1,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,1235576,1243201,NA,-,NA,ENSG00000131584,protein_coding,ACAP3,2,OTTHUMG00000002235.4_2,full_contig,1,overlap,ENST00000354980.7_1,nonsense_mediated_decay,RP5-902P8.11-012,5,dotter_confirmed,OTTHUMT00000346723.2_1,NA,NA,NA,NA,ENSP00000347075.2,NA,NA,NA,NA
chr1,HAVANA,transcript,1236828,1240281,NA,-,NA,ENSG00000131584,protein_coding,ACAP3,2,OTTHUMG00000002235.4_2,full_contig,1,overlap,ENST00000478065.5_1,retained_intron,RP5-902P8.11-007,3,NA,OTTHUMT00000006372.2_1,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,1237236,1243210,NA,-,NA,ENSG00000131584,protein_coding,ACAP3,2,OTTHUMG00000002235.4_2,full_contig,1,overlap,ENST00000479108.5_1,retained_intron,RP5-902P8.11-006,3,NA,OTTHUMT00000006371.1_1,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,1238590,1243198,NA,-,NA,ENSG00000131584,protein_coding,ACAP3,2,OTTHUMG00000002235.4_2,full_contig,1,overlap,ENST00000438966.1_1,processed_transcript,RP5-902P8.11-005,3,NMD_likely_if_extended,OTTHUMT00000006370.2_1,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,1243947,1247057,NA,+,NA,ENSG00000169972,protein_coding,PUSL1,2,OTTHUMG00000003361.3_2,full_contig,1,overlap,ENST00000379031.9_1,protein_coding,RP5-890O3.2-001,1,CCDS,OTTHUMT00000009438.1_1,NA,NA,NA,NA,ENSP00000368318.5,CCDS20.1,NA,NA,NA
chr1,HAVANA,transcript,1243991,1246408,NA,+,NA,ENSG00000169972,protein_coding,PUSL1,2,OTTHUMG00000003361.3_2,full_contig,1,overlap,ENST00000470520.5_1,processed_transcript,RP5-890O3.2-005,5,NA,OTTHUMT00000009442.1_1,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,1244168,1245220,NA,+,NA,ENSG00000169972,protein_coding,PUSL1,2,OTTHUMG00000003361.3_2,full_contig,1,overlap,ENST00000463758.1_1,retained_intron,RP5-890O3.2-004,2,NA,OTTHUMT00000009441.1_1,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,1244201,1246449,NA,+,NA,ENSG00000169972,protein_coding,PUSL1,2,OTTHUMG00000003361.3_2,full_contig,1,overlap,ENST00000467712.1_1,protein_coding,RP5-890O3.2-003,5,cds_end_NF,OTTHUMT00000009440.3_1,NA,NA,NA,NA,ENSP00000462968.1,NA,NA,NA,NA
chr1,HAVANA,transcript,1244615,1247056,NA,+,NA,ENSG00000169972,protein_coding,PUSL1,2,OTTHUMG00000003361.3_2,full_contig,1,overlap,ENST00000493657.1_1,retained_intron,RP5-890O3.2-002,2,NA,OTTHUMT00000009439.1_1,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,1246965,1250813,NA,-,NA,ENSG00000127054,protein_coding,INTS11,2,OTTHUMG00000003330.13_3,full_contig,1,overlap,ENST00000470030.6_1,retained_intron,RP5-890O3.8-008,5,not_organism_supported,OTTHUMT00000009367.2_1,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,ENSEMBL,transcript,1246965,1260067,NA,-,NA,ENSG00000127054,protein_coding,INTS11,3,OTTHUMG00000003330.13_3,full_contig,1,overlap,ENST00000540437.5_1,protein_coding,INTS11-247,2,CCDS,NA,NA,NA,NA,NA,ENSP00000445001.1,CCDS57960.1,NA,NA,NA
chr1,ENSEMBL,transcript,1246965,1260067,NA,-,NA,ENSG00000127054,protein_coding,INTS11,3,OTTHUMG00000003330.13_3,full_contig,1,overlap,ENST00000545578.5_1,protein_coding,INTS11-248,2,CCDS,NA,NA,NA,NA,NA,ENSP00000444672.1,CCDS57959.1,NA,NA,NA
chr1,ENSEMBL,transcript,1246965,1260067,NA,-,NA,ENSG00000127054,protein_coding,INTS11,3,OTTHUMG00000003330.13_3,full_contig,1,new,ENST00000620829.4_1,protein_coding,INTS11-250,2,CCDS,NA,NA,NA,NA,NA,ENSP00000481821.1,CCDS72678.1,NA,NA,NA
chr1,ENSEMBL,transcript,1246965,1260067,NA,-,NA,ENSG00000127054,protein_coding,INTS11,3,OTTHUMG00000003330.13_3,full_contig,1,new,ENST00000618806.4_1,protein_coding,INTS11-249,2,basic,NA,NA,NA,NA,NA,ENSP00000480957.1,NA,NA,NA,NA
chr1,HAVANA,transcript,1246977,1260071,NA,-,NA,ENSG00000127054,protein_coding,INTS11,2,OTTHUMG00000003330.13_3,full_contig,1,overlap,ENST00000435064.5_1,protein_coding,RP5-890O3.8-001,1,CCDS,OTTHUMT00000009360.2_1,NA,NA,NA,NA,ENSP00000413493.1,CCDS21.1,NA,NA,NA
chr1,HAVANA,transcript,1246978,1248080,NA,-,NA,ENSG00000127054,protein_coding,INTS11,2,OTTHUMG00000003330.13_3,full_contig,1,overlap,ENST00000497304.6_1,retained_intron,RP5-890O3.8-021,1,NA,OTTHUMT00000009380.2_1,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,1246980,1260001,NA,-,NA,ENSG00000127054,protein_coding,INTS11,2,OTTHUMG00000003330.13_3,full_contig,1,overlap,ENST00000323275.10_1,retained_intron,RP5-890O3.8-004,1,NA,OTTHUMT00000009363.1_1,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,1246981,1260053,NA,-,NA,ENSG00000127054,protein_coding,INTS11,2,OTTHUMG00000003330.13_3,full_contig,1,overlap,ENST00000411962.5_1,protein_coding,RP5-890O3.8-011,5,basic,OTTHUMT00000009370.2_1,NA,NA,NA,NA,ENSP00000400548.1,NA,NA,NA,NA
chr1,HAVANA,transcript,1246982,1252830,NA,-,NA,ENSG00000127054,protein_coding,INTS11,2,OTTHUMG00000003330.13_3,full_contig,1,overlap,ENST00000462432.5_1,processed_transcript,RP5-890O3.8-005,1,NA,OTTHUMT00000009364.1_1,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,1246986,1250550,NA,-,NA,ENSG00000127054,protein_coding,INTS11,2,OTTHUMG00000003330.13_3,full_contig,1,overlap,ENST00000478641.5_1,retained_intron,RP5-890O3.8-006,2,NA,OTTHUMT00000009365.1_1,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,1246986,1260017,NA,-,NA,ENSG00000127054,protein_coding,INTS11,2,OTTHUMG00000003330.13_3,full_contig,1,overlap,ENST00000421495.6_1,protein_coding,RP5-890O3.8-007,2,basic,OTTHUMT00000009366.2_1,NA,NA,NA,NA,ENSP00000464436.1,NA,NA,NA,NA
chr1,HAVANA,transcript,1246986,1260030,NA,-,NA,ENSG00000127054,protein_coding,INTS11,2,OTTHUMG00000003330.13_3,full_contig,1,overlap,ENST00000458452.7_1,nonsense_mediated_decay,RP5-890O3.8-012,2,NA,OTTHUMT00000009371.2_1,NA,NA,NA,NA,ENSP00000433930.1,NA,NA,NA,NA
chr1,HAVANA,transcript,1246986,1260033,NA,-,NA,ENSG00000127054,protein_coding,INTS11,2,OTTHUMG00000003330.13_3,full_contig,1,overlap,ENST00000419704.5_1,protein_coding,RP5-890O3.8-009,2,CCDS,OTTHUMT00000009368.2_1,NA,NA,NA,NA,ENSP00000404886.1,CCDS57961.1,NA,NA,NA
chr1,HAVANA,transcript,1247007,1260008,NA,-,NA,ENSG00000127054,protein_coding,INTS11,2,OTTHUMG00000003330.13_3,full_contig,1,overlap,ENST00000532772.5_1,nonsense_mediated_decay,RP5-890O3.8-029,5,NA,OTTHUMT00000382934.1_1,NA,NA,NA,NA,ENSP00000431214.1,NA,NA,NA,NA
chr1,HAVANA,transcript,1247199,1260050,NA,-,NA,ENSG00000127054,protein_coding,INTS11,2,OTTHUMG00000003330.13_3,full_contig,1,overlap,ENST00000450926.6_1,protein_coding,RP5-890O3.8-023,5,basic,OTTHUMT00000009382.3_1,NA,NA,NA,NA,ENSP00000392848.2,NA,NA,NA,NA
chr1,HAVANA,transcript,1247203,1260046,NA,-,NA,ENSG00000127054,protein_coding,INTS11,2,OTTHUMG00000003330.13_3,full_contig,1,overlap,ENST00000527098.5_1,nonsense_mediated_decay,RP5-890O3.8-024,2,NA,OTTHUMT00000099681.3_1,NA,NA,NA,NA,ENSP00000431952.1,NA,NA,NA,NA
chr1,HAVANA,transcript,1247460,1249205,NA,-,NA,ENSG00000127054,protein_coding,INTS11,2,OTTHUMG00000003330.13_3,full_contig,1,overlap,ENST00000485710.5_1,retained_intron,RP5-890O3.8-022,5,NA,OTTHUMT00000009381.1_1,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,1247640,1249160,NA,-,NA,ENSG00000127054,protein_coding,INTS11,2,OTTHUMG00000003330.13_3,full_contig,1,overlap,ENST00000461514.6_1,retained_intron,RP5-890O3.8-020,2,NA,OTTHUMT00000009379.2_1,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,1247645,1249145,NA,-,NA,ENSG00000127054,protein_coding,INTS11,2,OTTHUMG00000003330.13_3,full_contig,1,overlap,ENST00000525164.5_1,retained_intron,RP5-890O3.8-048,3,NA,OTTHUMT00000383030.1_1,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,1247664,1260028,NA,-,NA,ENSG00000127054,protein_coding,INTS11,2,OTTHUMG00000003330.13_3,full_contig,1,overlap,ENST00000528879.5_1,nonsense_mediated_decay,RP5-890O3.8-046,5,NA,OTTHUMT00000383031.1_1,NA,NA,NA,NA,ENSP00000432777.1,NA,NA,NA,NA
chr1,HAVANA,transcript,1247666,1249130,NA,-,NA,ENSG00000127054,protein_coding,INTS11,2,OTTHUMG00000003330.13_3,full_contig,1,overlap,ENST00000525769.5_1,retained_intron,RP5-890O3.8-047,3,NA,OTTHUMT00000383032.1_1,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,1248167,1254726,NA,-,NA,ENSG00000127054,protein_coding,INTS11,2,OTTHUMG00000003330.13_3,full_contig,1,overlap,ENST00000531377.5_1,nonsense_mediated_decay,RP5-890O3.8-042,5,cds_start_NF,OTTHUMT00000383033.1_1,NA,NA,NA,NA,ENSP00000433264.1,NA,NA,NA,NA
chr1,HAVANA,transcript,1248319,1250988,NA,-,NA,ENSG00000127054,protein_coding,INTS11,2,OTTHUMG00000003330.13_3,full_contig,1,overlap,ENST00000527383.5_1,nonsense_mediated_decay,RP5-890O3.8-043,3,cds_start_NF,OTTHUMT00000383034.1_1,NA,NA,NA,NA,ENSP00000431425.1,NA,NA,NA,NA
chr1,HAVANA,transcript,1248439,1250044,NA,-,NA,ENSG00000127054,protein_coding,INTS11,2,OTTHUMG00000003330.13_3,full_contig,1,overlap,ENST00000531292.5_1,retained_intron,RP5-890O3.8-044,2,NA,OTTHUMT00000383035.1_1,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,1248926,1250981,NA,-,NA,ENSG00000127054,protein_coding,INTS11,2,OTTHUMG00000003330.13_3,full_contig,1,overlap,ENST00000467408.6_1,retained_intron,RP5-890O3.8-019,2,NA,OTTHUMT00000009378.2_1,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,1249125,1260010,NA,-,NA,ENSG00000127054,protein_coding,INTS11,2,OTTHUMG00000003330.13_3,full_contig,1,overlap,ENST00000434694.6_1,protein_coding,RP5-890O3.8-017,5,cds_end_NF,OTTHUMT00000009376.4_1,NA,NA,NA,NA,ENSP00000411233.2,NA,NA,NA,NA
chr1,HAVANA,transcript,1249516,1250521,NA,-,NA,ENSG00000127054,protein_coding,INTS11,2,OTTHUMG00000003330.13_3,full_contig,1,overlap,ENST00000531020.1_1,retained_intron,RP5-890O3.8-045,4,NA,OTTHUMT00000383036.1_1,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,1249693,1251077,NA,-,NA,ENSG00000127054,protein_coding,INTS11,2,OTTHUMG00000003330.13_3,full_contig,1,overlap,ENST00000533916.5_1,retained_intron,RP5-890O3.8-041,2,NA,OTTHUMT00000383037.1_1,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,1249793,1260009,NA,-,NA,ENSG00000127054,protein_coding,INTS11,2,OTTHUMG00000003330.13_3,full_contig,1,overlap,ENST00000488042.6_1,retained_intron,RP5-890O3.8-018,2,NA,OTTHUMT00000009377.2_1,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,1250206,1260038,NA,-,NA,ENSG00000127054,protein_coding,INTS11,2,OTTHUMG00000003330.13_3,full_contig,1,overlap,ENST00000526797.5_1,nonsense_mediated_decay,RP5-890O3.8-037,4,NA,OTTHUMT00000383038.1_1,NA,NA,NA,NA,ENSP00000435418.1,NA,NA,NA,NA
chr1,HAVANA,transcript,1250207,1260040,NA,-,NA,ENSG00000127054,protein_coding,INTS11,1,OTTHUMG00000003330.13_3,full_contig,1,overlap,ENST00000526332.5_1,protein_coding,RP5-890O3.8-038,4,exp_conf,OTTHUMT00000383039.2_1,NA,NA,NA,NA,ENSP00000434790.1,NA,NA,NA,NA
chr1,HAVANA,transcript,1250258,1260005,NA,-,NA,ENSG00000127054,protein_coding,INTS11,2,OTTHUMG00000003330.13_3,full_contig,1,overlap,ENST00000430786.5_1,nonsense_mediated_decay,RP5-890O3.8-013,5,NA,OTTHUMT00000009372.2_1,NA,NA,NA,NA,ENSP00000404012.1,NA,NA,NA,NA
chr1,HAVANA,transcript,1250296,1260051,NA,-,NA,ENSG00000127054,protein_coding,INTS11,2,OTTHUMG00000003330.13_3,full_contig,1,overlap,ENST00000527719.5_1,protein_coding,RP5-890O3.8-030,5,cds_end_NF,OTTHUMT00000383040.2_1,NA,NA,NA,NA,ENSP00000436743.1,NA,NA,NA,NA
chr1,HAVANA,transcript,1250298,1260039,NA,-,NA,ENSG00000127054,protein_coding,INTS11,2,OTTHUMG00000003330.13_3,full_contig,1,overlap,ENST00000530031.5_1,protein_coding,RP5-890O3.8-034,5,cds_end_NF,OTTHUMT00000383041.2_1,NA,NA,NA,NA,ENSP00000432009.1,NA,NA,NA,NA
chr1,HAVANA,transcript,1250384,1260017,NA,-,NA,ENSG00000127054,protein_coding,INTS11,2,OTTHUMG00000003330.13_3,full_contig,1,overlap,ENST00000526113.1_1,retained_intron,RP5-890O3.8-040,5,NA,OTTHUMT00000383042.1_1,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,1250526,1260038,NA,-,NA,ENSG00000127054,protein_coding,INTS11,2,OTTHUMG00000003330.13_3,full_contig,1,overlap,ENST00000526904.5_1,retained_intron,RP5-890O3.8-039,4,NA,OTTHUMT00000383043.1_1,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,1250940,1256285,NA,-,NA,ENSG00000127054,protein_coding,INTS11,2,OTTHUMG00000003330.13_3,full_contig,1,overlap,ENST00000525603.1_1,retained_intron,RP5-890O3.8-026,3,NA,OTTHUMT00000382779.1_1,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,1254059,1260046,NA,-,NA,ENSG00000127054,protein_coding,INTS11,2,OTTHUMG00000003330.13_3,full_contig,1,overlap,ENST00000429572.5_1,protein_coding,RP5-890O3.8-016,2,basic,OTTHUMT00000009375.5_1,NA,NA,NA,NA,ENSP00000481275.1,NA,NA,NA,NA
chr1,HAVANA,transcript,1254061,1260067,NA,-,NA,ENSG00000127054,protein_coding,INTS11,2,OTTHUMG00000003330.13_3,full_contig,1,overlap,ENST00000498173.2_1,retained_intron,RP5-890O3.8-002,2,NA,OTTHUMT00000009361.2_1,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,1254077,1259991,NA,-,NA,ENSG00000127054,protein_coding,INTS11,2,OTTHUMG00000003330.13_3,full_contig,1,overlap,ENST00000496353.1_1,retained_intron,RP5-890O3.8-003,2,NA,OTTHUMT00000009362.1_1,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,1254440,1260038,NA,-,NA,ENSG00000127054,protein_coding,INTS11,2,OTTHUMG00000003330.13_3,full_contig,1,overlap,ENST00000493534.6_1,processed_transcript,RP5-890O3.8-015,3,NA,OTTHUMT00000009374.2_1,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,1254686,1260051,NA,-,NA,ENSG00000127054,protein_coding,INTS11,2,OTTHUMG00000003330.13_3,full_contig,1,overlap,ENST00000534345.5_1,protein_coding,RP5-890O3.8-032,4,cds_end_NF,OTTHUMT00000383044.2_1,NA,NA,NA,NA,ENSP00000435772.1,NA,NA,NA,NA
chr1,HAVANA,transcript,1254727,1260022,NA,-,NA,ENSG00000127054,protein_coding,INTS11,2,OTTHUMG00000003330.13_3,full_contig,1,overlap,ENST00000532952.5_1,processed_transcript,RP5-890O3.8-027,3,NA,OTTHUMT00000382825.1_1,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,1254761,1260029,NA,-,NA,ENSG00000127054,protein_coding,INTS11,2,OTTHUMG00000003330.13_3,full_contig,1,overlap,ENST00000490853.5_1,processed_transcript,RP5-890O3.8-014,3,NA,OTTHUMT00000009373.2_1,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,1254761,1260040,NA,-,NA,ENSG00000127054,protein_coding,INTS11,2,OTTHUMG00000003330.13_3,full_contig,1,overlap,ENST00000531019.5_1,nonsense_mediated_decay,RP5-890O3.8-033,4,alternative_3_UTR,OTTHUMT00000383045.1_1,NA,NA,NA,NA,ENSP00000433733.1,NA,NA,NA,NA
chr1,HAVANA,transcript,1254783,1260040,NA,-,NA,ENSG00000127054,protein_coding,INTS11,2,OTTHUMG00000003330.13_3,full_contig,1,overlap,ENST00000498476.6_1,protein_coding,RP5-890O3.8-031,4,cds_end_NF,OTTHUMT00000383046.2_1,NA,NA,NA,NA,ENSP00000436824.1,NA,NA,NA,NA
chr1,HAVANA,transcript,1254850,1259983,NA,-,NA,ENSG00000127054,protein_coding,INTS11,2,OTTHUMG00000003330.13_3,full_contig,1,overlap,ENST00000470679.3_1,nonsense_mediated_decay,RP5-890O3.8-025,5,cds_start_NF,OTTHUMT00000099682.3_1,NA,NA,NA,NA,ENSP00000434782.1,NA,NA,NA,NA
chr1,HAVANA,transcript,1255858,1259993,NA,-,NA,ENSG00000127054,protein_coding,INTS11,2,OTTHUMG00000003330.13_3,full_contig,1,overlap,ENST00000525285.1_1,nonsense_mediated_decay,RP5-890O3.8-036,4,cds_start_NF,OTTHUMT00000383047.1_1,NA,NA,NA,NA,ENSP00000436396.1,NA,NA,NA,NA
chr1,HAVANA,transcript,1258151,1260038,NA,-,NA,ENSG00000127054,protein_coding,INTS11,2,OTTHUMG00000003330.13_3,full_contig,1,overlap,ENST00000530233.1_1,retained_intron,RP5-890O3.8-035,4,NA,OTTHUMT00000383048.1_1,NA,NA,NA,NA,NA,NA,NA,NA,NA
chr1,HAVANA,transcript,1252961,1254069,NA,-,NA,ENSG00000240731,sense_intronic,RP5-890O3.9,2,OTTHUMG00000003331.1_5,full_contig,1,overlap,ENST00000444968.1_1,sense_intronic,RP5-890O3.9-001,3,basic,OTTHUMT00000009383.1_1,NA,NA,NA,NA,NA,NA,NA,NA,NA
