seqid,source,type,start,end,score,strand,phase,gene_id,gene_type,gene_name,level,havana_gene,remap_status,remap_num_mappings,remap_target_status,transcript_id,transcript_type,transcript_name,transcript_support_level,tag,havana_transcript,exon_number,exon_id,remap_original_location,ont,protein_id,ccdsid,gene_status,remap_substituted_missing_target,transcript_status
chr1,ENSEMBL,exon,879288,879961,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,3,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000618181.4_3,protein_coding,SAMD11-213,5,appris_alternative_2,NA,11,ENSE00003737986.1_1,chr1:+:943908-944581,NA,ENSP00000480870.1,NA,NA,NA,NA
chr1,ENSEMBL,exon,861121,861180,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,3,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000622503.4_3,protein_coding,SAMD11-217,5,appris_alternative_2,NA,1,ENSE00003734555.1_1,chr1:+:925741-925800,NA,ENSP00000482138.1,NA,NA,NA,NA
chr1,ENSEMBL,exon,861302,861393,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,3,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000622503.4_3,protein_coding,SAMD11-217,5,appris_alternative_2,NA,2,ENSE00001763717.1_1,chr1:+:925922-926013,NA,ENSP00000482138.1,NA,NA,NA,NA
chr1,ENSEMBL,exon,865535,865716,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,3,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000622503.4_3,protein_coding,SAMD11-217,5,appris_alternative_2,NA,3,ENSE00002727207.1_1,chr1:+:930155-930336,NA,ENSP00000482138.1,NA,NA,NA,NA
chr1,ENSEMBL,exon,866419,866469,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,3,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000622503.4_3,protein_coding,SAMD11-217,5,appris_alternative_2,NA,4,ENSE00002696520.1_1,chr1:+:931039-931089,NA,ENSP00000482138.1,NA,NA,NA,NA
chr1,ENSEMBL,exon,871152,871276,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,3,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000622503.4_3,protein_coding,SAMD11-217,5,appris_alternative_2,NA,5,ENSE00002703998.1_1,chr1:+:935772-935896,NA,ENSP00000482138.1,NA,NA,NA,NA
chr1,ENSEMBL,exon,874420,874509,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,3,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000622503.4_3,protein_coding,SAMD11-217,5,appris_alternative_2,NA,6,ENSE00002686739.1_1,chr1:+:939040-939129,NA,ENSP00000482138.1,NA,NA,NA,NA
chr1,ENSEMBL,exon,874652,874840,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,3,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000622503.4_3,protein_coding,SAMD11-217,5,appris_alternative_2,NA,7,ENSE00003753333.1_1,chr1:+:939272-939460,NA,ENSP00000482138.1,NA,NA,NA,NA
chr1,ENSEMBL,exon,876524,876686,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,3,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000622503.4_3,protein_coding,SAMD11-217,5,appris_alternative_2,NA,8,ENSE00003477353.1_1,chr1:+:941144-941306,NA,ENSP00000482138.1,NA,NA,NA,NA
chr1,ENSEMBL,exon,877516,877631,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,3,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000622503.4_3,protein_coding,SAMD11-217,5,appris_alternative_2,NA,9,ENSE00003681266.1_1,chr1:+:942136-942251,NA,ENSP00000482138.1,NA,NA,NA,NA
chr1,ENSEMBL,exon,877790,877868,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,3,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000622503.4_3,protein_coding,SAMD11-217,5,appris_alternative_2,NA,10,ENSE00003675531.1_1,chr1:+:942410-942488,NA,ENSP00000482138.1,NA,NA,NA,NA
chr1,ENSEMBL,exon,877939,878438,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,3,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000622503.4_3,protein_coding,SAMD11-217,5,appris_alternative_2,NA,11,ENSE00002728091.1_1,chr1:+:942559-943058,NA,ENSP00000482138.1,NA,NA,NA,NA
chr1,ENSEMBL,exon,878633,878757,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,3,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000622503.4_3,protein_coding,SAMD11-217,5,appris_alternative_2,NA,12,ENSE00002733131.1_1,chr1:+:943253-943377,NA,ENSP00000482138.1,NA,NA,NA,NA
chr1,ENSEMBL,exon,879078,879188,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,3,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000622503.4_3,protein_coding,SAMD11-217,5,appris_alternative_2,NA,13,ENSE00002692620.1_1,chr1:+:943698-943808,NA,ENSP00000482138.1,NA,NA,NA,NA
chr1,ENSEMBL,exon,879288,879961,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,3,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000622503.4_3,protein_coding,SAMD11-217,5,appris_alternative_2,NA,14,ENSE00003737986.1_1,chr1:+:943908-944581,NA,ENSP00000482138.1,NA,NA,NA,NA
chr1,ENSEMBL,exon,861121,861180,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,3,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000618323.4_1,protein_coding,SAMD11-214,5,basic,NA,1,ENSE00003734555.1_1,chr1:+:925741-925800,NA,ENSP00000480678.1,NA,NA,NA,NA
chr1,ENSEMBL,exon,861302,861393,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,3,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000618323.4_1,protein_coding,SAMD11-214,5,basic,NA,2,ENSE00001763717.1_1,chr1:+:925922-926013,NA,ENSP00000480678.1,NA,NA,NA,NA
chr1,ENSEMBL,exon,865535,865716,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,3,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000618323.4_1,protein_coding,SAMD11-214,5,basic,NA,3,ENSE00002727207.1_1,chr1:+:930155-930336,NA,ENSP00000480678.1,NA,NA,NA,NA
chr1,ENSEMBL,exon,866419,866469,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,3,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000618323.4_1,protein_coding,SAMD11-214,5,basic,NA,4,ENSE00002696520.1_1,chr1:+:931039-931089,NA,ENSP00000480678.1,NA,NA,NA,NA
chr1,ENSEMBL,exon,871152,871185,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,3,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000618323.4_1,protein_coding,SAMD11-214,5,basic,NA,5,ENSE00003751838.1_1,chr1:+:935772-935805,NA,ENSP00000480678.1,NA,NA,NA,NA
chr1,ENSEMBL,exon,876552,876686,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,3,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000618323.4_1,protein_coding,SAMD11-214,5,basic,NA,6,ENSE00003738391.1_1,chr1:+:941172-941306,NA,ENSP00000480678.1,NA,NA,NA,NA
chr1,ENSEMBL,exon,877516,877631,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,3,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000618323.4_1,protein_coding,SAMD11-214,5,basic,NA,7,ENSE00003744446.1_1,chr1:+:942136-942251,NA,ENSP00000480678.1,NA,NA,NA,NA
chr1,ENSEMBL,exon,877790,877868,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,3,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000618323.4_1,protein_coding,SAMD11-214,5,basic,NA,8,ENSE00003720974.1_1,chr1:+:942410-942488,NA,ENSP00000480678.1,NA,NA,NA,NA
chr1,ENSEMBL,exon,877939,878438,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,3,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000618323.4_1,protein_coding,SAMD11-214,5,basic,NA,9,ENSE00003719443.1_1,chr1:+:942559-943058,NA,ENSP00000480678.1,NA,NA,NA,NA
chr1,ENSEMBL,exon,878633,878757,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,3,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000618323.4_1,protein_coding,SAMD11-214,5,basic,NA,10,ENSE00003735853.1_1,chr1:+:943253-943377,NA,ENSP00000480678.1,NA,NA,NA,NA
chr1,ENSEMBL,exon,879078,879188,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,3,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000618323.4_1,protein_coding,SAMD11-214,5,basic,NA,11,ENSE00003751941.1_1,chr1:+:943698-943808,NA,ENSP00000480678.1,NA,NA,NA,NA
chr1,ENSEMBL,exon,879288,879961,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,3,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000618323.4_1,protein_coding,SAMD11-214,5,basic,NA,12,ENSE00003744954.1_1,chr1:+:943908-944581,NA,ENSP00000480678.1,NA,NA,NA,NA
chr1,ENSEMBL,exon,861121,861180,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,3,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000616016.4_1,protein_coding,SAMD11-210,5,basic,NA,1,ENSE00003734555.1_1,chr1:+:925741-925800,NA,ENSP00000478421.1,NA,NA,NA,NA
chr1,ENSEMBL,exon,861302,861393,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,3,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000616016.4_1,protein_coding,SAMD11-210,5,basic,NA,2,ENSE00001763717.1_1,chr1:+:925922-926013,NA,ENSP00000478421.1,NA,NA,NA,NA
chr1,ENSEMBL,exon,865535,865716,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,3,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000616016.4_1,protein_coding,SAMD11-210,5,basic,NA,3,ENSE00002727207.1_1,chr1:+:930155-930336,NA,ENSP00000478421.1,NA,NA,NA,NA
chr1,ENSEMBL,exon,866419,866469,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,3,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000616016.4_1,protein_coding,SAMD11-210,5,basic,NA,4,ENSE00002696520.1_1,chr1:+:931039-931089,NA,ENSP00000478421.1,NA,NA,NA,NA
chr1,ENSEMBL,exon,871152,871276,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,3,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000616016.4_1,protein_coding,SAMD11-210,5,basic,NA,5,ENSE00002703998.1_1,chr1:+:935772-935896,NA,ENSP00000478421.1,NA,NA,NA,NA
chr1,ENSEMBL,exon,874420,874509,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,3,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000616016.4_1,protein_coding,SAMD11-210,5,basic,NA,6,ENSE00002686739.1_1,chr1:+:939040-939129,NA,ENSP00000478421.1,NA,NA,NA,NA
chr1,ENSEMBL,exon,874655,874840,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,3,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000616016.4_1,protein_coding,SAMD11-210,5,basic,NA,7,ENSE00002715021.1_1,chr1:+:939275-939460,NA,ENSP00000478421.1,NA,NA,NA,NA
chr1,ENSEMBL,exon,877516,877631,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,3,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000616016.4_1,protein_coding,SAMD11-210,5,basic,NA,8,ENSE00003715873.1_1,chr1:+:942136-942251,NA,ENSP00000478421.1,NA,NA,NA,NA
chr1,ENSEMBL,exon,877790,877868,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,3,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000616016.4_1,protein_coding,SAMD11-210,5,basic,NA,9,ENSE00003744743.1_1,chr1:+:942410-942488,NA,ENSP00000478421.1,NA,NA,NA,NA
chr1,ENSEMBL,exon,877939,878438,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,3,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000616016.4_1,protein_coding,SAMD11-210,5,basic,NA,10,ENSE00003730594.1_1,chr1:+:942559-943058,NA,ENSP00000478421.1,NA,NA,NA,NA
chr1,ENSEMBL,exon,878633,878757,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,3,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000616016.4_1,protein_coding,SAMD11-210,5,basic,NA,11,ENSE00003735853.1_1,chr1:+:943253-943377,NA,ENSP00000478421.1,NA,NA,NA,NA
chr1,ENSEMBL,exon,879078,879188,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,3,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000616016.4_1,protein_coding,SAMD11-210,5,basic,NA,12,ENSE00003751941.1_1,chr1:+:943698-943808,NA,ENSP00000478421.1,NA,NA,NA,NA
chr1,ENSEMBL,exon,879288,879961,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,3,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000616016.4_1,protein_coding,SAMD11-210,5,basic,NA,13,ENSE00003744954.1_1,chr1:+:943908-944581,NA,ENSP00000478421.1,NA,NA,NA,NA
chr1,ENSEMBL,exon,861121,861180,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,3,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000618779.4_3,protein_coding,SAMD11-215,5,appris_alternative_2,NA,1,ENSE00003734555.1_1,chr1:+:925741-925800,NA,ENSP00000484256.1,NA,NA,NA,NA
chr1,ENSEMBL,exon,861302,861393,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,3,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000618779.4_3,protein_coding,SAMD11-215,5,appris_alternative_2,NA,2,ENSE00001763717.1_1,chr1:+:925922-926013,NA,ENSP00000484256.1,NA,NA,NA,NA
chr1,ENSEMBL,exon,865535,865716,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,3,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000618779.4_3,protein_coding,SAMD11-215,5,appris_alternative_2,NA,3,ENSE00002727207.1_1,chr1:+:930155-930336,NA,ENSP00000484256.1,NA,NA,NA,NA
chr1,ENSEMBL,exon,866419,866469,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,3,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000618779.4_3,protein_coding,SAMD11-215,5,appris_alternative_2,NA,4,ENSE00002696520.1_1,chr1:+:931039-931089,NA,ENSP00000484256.1,NA,NA,NA,NA
chr1,ENSEMBL,exon,871152,871276,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,3,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000618779.4_3,protein_coding,SAMD11-215,5,appris_alternative_2,NA,5,ENSE00002703998.1_1,chr1:+:935772-935896,NA,ENSP00000484256.1,NA,NA,NA,NA
chr1,ENSEMBL,exon,874420,874509,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,3,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000618779.4_3,protein_coding,SAMD11-215,5,appris_alternative_2,NA,6,ENSE00002686739.1_1,chr1:+:939040-939129,NA,ENSP00000484256.1,NA,NA,NA,NA
chr1,ENSEMBL,exon,876524,876686,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,3,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000618779.4_3,protein_coding,SAMD11-215,5,appris_alternative_2,NA,7,ENSE00003477353.1_1,chr1:+:941144-941306,NA,ENSP00000484256.1,NA,NA,NA,NA
chr1,ENSEMBL,exon,877516,877631,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,3,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000618779.4_3,protein_coding,SAMD11-215,5,appris_alternative_2,NA,8,ENSE00003681266.1_1,chr1:+:942136-942251,NA,ENSP00000484256.1,NA,NA,NA,NA
chr1,ENSEMBL,exon,877790,877868,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,3,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000618779.4_3,protein_coding,SAMD11-215,5,appris_alternative_2,NA,9,ENSE00003675531.1_1,chr1:+:942410-942488,NA,ENSP00000484256.1,NA,NA,NA,NA
chr1,ENSEMBL,exon,877939,878438,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,3,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000618779.4_3,protein_coding,SAMD11-215,5,appris_alternative_2,NA,10,ENSE00002728091.1_1,chr1:+:942559-943058,NA,ENSP00000484256.1,NA,NA,NA,NA
chr1,ENSEMBL,exon,878633,878757,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,3,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000618779.4_3,protein_coding,SAMD11-215,5,appris_alternative_2,NA,11,ENSE00002733131.1_1,chr1:+:943253-943377,NA,ENSP00000484256.1,NA,NA,NA,NA
chr1,ENSEMBL,exon,879078,879188,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,3,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000618779.4_3,protein_coding,SAMD11-215,5,appris_alternative_2,NA,12,ENSE00002692620.1_1,chr1:+:943698-943808,NA,ENSP00000484256.1,NA,NA,NA,NA
chr1,ENSEMBL,exon,879288,879961,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,3,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000618779.4_3,protein_coding,SAMD11-215,5,appris_alternative_2,NA,13,ENSE00003737986.1_1,chr1:+:943908-944581,NA,ENSP00000484256.1,NA,NA,NA,NA
chr1,ENSEMBL,exon,861121,861180,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,3,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000616125.4_3,protein_coding,SAMD11-211,5,appris_alternative_2,NA,1,ENSE00003734555.1_1,chr1:+:925741-925800,NA,ENSP00000484643.1,NA,NA,NA,NA
chr1,ENSEMBL,exon,861302,861393,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,3,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000616125.4_3,protein_coding,SAMD11-211,5,appris_alternative_2,NA,2,ENSE00001763717.1_1,chr1:+:925922-926013,NA,ENSP00000484643.1,NA,NA,NA,NA
chr1,ENSEMBL,exon,865535,865716,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,3,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000616125.4_3,protein_coding,SAMD11-211,5,appris_alternative_2,NA,3,ENSE00002727207.1_1,chr1:+:930155-930336,NA,ENSP00000484643.1,NA,NA,NA,NA
chr1,ENSEMBL,exon,866419,866469,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,3,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000616125.4_3,protein_coding,SAMD11-211,5,appris_alternative_2,NA,4,ENSE00002696520.1_1,chr1:+:931039-931089,NA,ENSP00000484643.1,NA,NA,NA,NA
chr1,ENSEMBL,exon,871152,871276,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,3,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000616125.4_3,protein_coding,SAMD11-211,5,appris_alternative_2,NA,5,ENSE00002703998.1_1,chr1:+:935772-935896,NA,ENSP00000484643.1,NA,NA,NA,NA
chr1,ENSEMBL,exon,874420,874509,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,3,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000616125.4_3,protein_coding,SAMD11-211,5,appris_alternative_2,NA,6,ENSE00002686739.1_1,chr1:+:939040-939129,NA,ENSP00000484643.1,NA,NA,NA,NA
chr1,ENSEMBL,exon,874652,874792,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,3,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000616125.4_3,protein_coding,SAMD11-211,5,appris_alternative_2,NA,7,ENSE00003751272.1_1,chr1:+:939272-939412,NA,ENSP00000484643.1,NA,NA,NA,NA
chr1,ENSEMBL,exon,877790,877868,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,3,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000616125.4_3,protein_coding,SAMD11-211,5,appris_alternative_2,NA,8,ENSE00003675531.1_1,chr1:+:942410-942488,NA,ENSP00000484643.1,NA,NA,NA,NA
chr1,ENSEMBL,exon,877939,878438,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,3,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000616125.4_3,protein_coding,SAMD11-211,5,appris_alternative_2,NA,9,ENSE00002728091.1_1,chr1:+:942559-943058,NA,ENSP00000484643.1,NA,NA,NA,NA
chr1,ENSEMBL,exon,878633,878757,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,3,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000616125.4_3,protein_coding,SAMD11-211,5,appris_alternative_2,NA,10,ENSE00002733131.1_1,chr1:+:943253-943377,NA,ENSP00000484643.1,NA,NA,NA,NA
chr1,ENSEMBL,exon,879078,879188,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,3,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000616125.4_3,protein_coding,SAMD11-211,5,appris_alternative_2,NA,11,ENSE00002692620.1_1,chr1:+:943698-943808,NA,ENSP00000484643.1,NA,NA,NA,NA
chr1,ENSEMBL,exon,879288,879961,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,3,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000616125.4_3,protein_coding,SAMD11-211,5,appris_alternative_2,NA,12,ENSE00003737986.1_1,chr1:+:943908-944581,NA,ENSP00000484643.1,NA,NA,NA,NA
chr1,ENSEMBL,exon,861121,861180,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,3,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000620200.4_1,protein_coding,SAMD11-216,5,basic,NA,1,ENSE00003734555.1_1,chr1:+:925741-925800,NA,ENSP00000484820.1,NA,NA,NA,NA
chr1,ENSEMBL,exon,861302,861393,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,3,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000620200.4_1,protein_coding,SAMD11-216,5,basic,NA,2,ENSE00001763717.1_1,chr1:+:925922-926013,NA,ENSP00000484820.1,NA,NA,NA,NA
chr1,ENSEMBL,exon,865535,865716,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,3,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000620200.4_1,protein_coding,SAMD11-216,5,basic,NA,3,ENSE00002727207.1_1,chr1:+:930155-930336,NA,ENSP00000484820.1,NA,NA,NA,NA
chr1,ENSEMBL,exon,866419,866469,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,3,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000620200.4_1,protein_coding,SAMD11-216,5,basic,NA,4,ENSE00002696520.1_1,chr1:+:931039-931089,NA,ENSP00000484820.1,NA,NA,NA,NA
chr1,ENSEMBL,exon,877790,877868,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,3,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000620200.4_1,protein_coding,SAMD11-216,5,basic,NA,5,ENSE00003720974.1_1,chr1:+:942410-942488,NA,ENSP00000484820.1,NA,NA,NA,NA
chr1,ENSEMBL,exon,877939,878438,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,3,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000620200.4_1,protein_coding,SAMD11-216,5,basic,NA,6,ENSE00003719443.1_1,chr1:+:942559-943058,NA,ENSP00000484820.1,NA,NA,NA,NA
chr1,ENSEMBL,exon,878633,878757,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,3,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000620200.4_1,protein_coding,SAMD11-216,5,basic,NA,7,ENSE00003735853.1_1,chr1:+:943253-943377,NA,ENSP00000484820.1,NA,NA,NA,NA
chr1,ENSEMBL,exon,879078,879188,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,3,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000620200.4_1,protein_coding,SAMD11-216,5,basic,NA,8,ENSE00003751941.1_1,chr1:+:943698-943808,NA,ENSP00000484820.1,NA,NA,NA,NA
chr1,ENSEMBL,exon,879288,879961,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,3,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000620200.4_1,protein_coding,SAMD11-216,5,basic,NA,9,ENSE00003744954.1_1,chr1:+:943908-944581,NA,ENSP00000484820.1,NA,NA,NA,NA
chr1,HAVANA,exon,865692,865716,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,2,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000341065.8_1,protein_coding,RP11-54O7.4-001,5,cds_start_NF,OTTHUMT00000097860.4_1,1,ENSE00001768193.1_1,chr1:+:930312-930336,NA,ENSP00000349216.4,NA,NA,NA,NA
chr1,HAVANA,exon,866419,866469,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,2,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000341065.8_1,protein_coding,RP11-54O7.4-001,5,cds_start_NF,OTTHUMT00000097860.4_1,2,ENSE00002696520.1_1,chr1:+:931039-931089,NA,ENSP00000349216.4,NA,NA,NA,NA
chr1,HAVANA,exon,871152,871276,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,2,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000341065.8_1,protein_coding,RP11-54O7.4-001,5,cds_start_NF,OTTHUMT00000097860.4_1,3,ENSE00002703998.1_1,chr1:+:935772-935896,NA,ENSP00000349216.4,NA,NA,NA,NA
chr1,HAVANA,exon,874420,874509,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,2,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000341065.8_1,protein_coding,RP11-54O7.4-001,5,cds_start_NF,OTTHUMT00000097860.4_1,4,ENSE00002686739.1_1,chr1:+:939040-939129,NA,ENSP00000349216.4,NA,NA,NA,NA
chr1,HAVANA,exon,874655,874792,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,2,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000341065.8_1,protein_coding,RP11-54O7.4-001,5,cds_start_NF,OTTHUMT00000097860.4_1,5,ENSE00001708361.1_1,chr1:+:939275-939412,NA,ENSP00000349216.4,NA,NA,NA,NA
chr1,HAVANA,exon,876524,876686,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,2,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000341065.8_1,protein_coding,RP11-54O7.4-001,5,cds_start_NF,OTTHUMT00000097860.4_1,6,ENSE00003477353.1_1,chr1:+:941144-941306,NA,ENSP00000349216.4,NA,NA,NA,NA
chr1,HAVANA,exon,877516,877631,NA,+,NA,ENSG00000187634,protein_coding,SAMD11,2,OTTHUMG00000040719.10_5,full_contig,NA,NA,ENST00000341065.8_1,protein_coding,RP11-54O7.4-001,5,cds_start_NF,OTTHUMT00000097860.4_1,7,ENSE00003681266.1_1,chr1:+:942136-942251,NA,ENSP00000349216.4,NA,NA,NA,NA
